Date	T	H	WS	WD	NS	EW		
16.sij.00	11,4	69	2,8	80	0,984807753012208	0,17364817766693		966
17.sij.00	11,2	66	3,7	66	0,913545457642601	0,4067366430758		966,2
18.sij.00	11,5	66	1	75	0,965925826289068	0,258819045102521		966,5
19.sij.00	12,9	58	1,8	73	0,956304755963035	0,292371704722737		967,9
20.sij.00	12,3	50	6	69	0,933580426497202	0,3583679495453		968,5
21.sij.00	10,9	70	1,1	68	0,927183854566787	0,374606593415912		969,9
22.sij.00	6,5	79	2,1	63	0,891006524188368	0,453990499739547		974,3
23.sij.00	11	59	3,8	67	0,92050485345244	0,390731128489274		978,8
24.sij.00	9,8	64	1,8	62	0,882947592858927	0,469471562785891		980
25.sij.00	7,1	61	1,7	83	0,992546151641322	0,121869343405147		982,7
26.sij.00	10,3	61	2	64	0,898794046299167	0,438371146789077		985,9
27.sij.00	12,9	67	1,3	131	0,754709580222772	-0,656059028990507		988,5
28.sij.00	12,9	79	1,6	120	0,866025403784439	-0,5		988,5
29.sij.00	10,5	95	0,8	124	0,829037572555042	-0,559192903470747		990,9
30.sij.00	13,8	73	1,7	128	0,788010753606722	-0,615661475325658		994,2
31.sij.00					0	1		1008
1.velj.00	14,2	100	0,5	149	0,515038074910054	-0,857167300702112		1022,2
2.velj.00	13,8	100	1,5	262	-0,99026806874157	-0,139173100960065		1022,6
3.velj.00	15,9	79	2,7	66	0,913545457642601	0,4067366430758		1024,7
4.velj.00	16,4	68	2,2	73	0,956304755963035	0,292371704722737		1025,2
5.velj.00	14,7	73	1,5	135	0,707106781186548	-0,707106781186547		1026,9
6.velj.00	11,9	91	1,2	110	0,939692620785908	-0,342020143325669		1029,7
7.velj.00	13,8	96	1,5	301	-0,857167300702112	0,515038074910054		1031,6
8.velj.00	13,7	97	1,6	275	-0,996194698091746	0,087155742747658		1031,7
9.velj.00	13,6	100	1	211	-0,515038074910054	-0,857167300702112		1031,8
10.velj.00	13,7	100	1,1	226	-0,719339800338651	-0,694658370458997		1031,9
11.velj.00	13,2	94	0,9	185	-0,087155742747658	-0,996194698091746		1032,4
12.velj.00	14,2	91	2,4	296	-0,898794046299167	0,438371146789077		1033,4
13.velj.00	13	81	1,2	282	-0,978147600733806	0,207911690817759		1034,6
14.velj.00	12,3	81	0,9	93	0,998629534754574	-0,052335956242944		1035,3
15.velj.00					0	1		1047,6
16.velj.00					0	1		1047,6
17.velj.00	15,8	100	1,3	291	-0,933580426497202	0,3583679495453		1063,4
18.velj.00	13,2	96	1,5	261	-0,987688340595138	-0,156434465040231		1066
19.velj.00	13,4	92	0,7	243	-0,891006524188368	-0,453990499739547		1066,2
20.velj.00	15,8	84	1,5	262	-0,99026806874157	-0,139173100960065		1068,6
21.velj.00	15,4	77	1,9	153	0,453990499739547	-0,891006524188368		1069
22.velj.00	12,9	85	1,4	298	-0,882947592858927	0,46947156278589		1071,5
23.velj.00	17,2	86	2,2	306	-0,809016994374947	0,587785252292473		1075,8
24.velj.00	19,5	61	1,4	118	0,882947592858927	-0,469471562785891		1078,1
25.velj.00	18,7	69	1,2	102	0,978147600733806	-0,207911690817759		1078,9
26.velj.00	14,2	91	1,1	260	-0,984807753012208	-0,17364817766693		1083,4
27.velj.00	12,8	98	2,1	216	-0,587785252292473	-0,809016994374947		1084,8
28.velj.00	12,9	99	2,3	209	-0,484809620246337	-0,874619707139396		1084,9
29.velj.00	11,7	85	1,1	72	0,951056516295153	0,309016994374947		1086,1
1.ožu.00	13,7	98	0,9	310	-0,766044443118978	0,642787609686539		1088,1
2.ožu.00	15,9	59	1,4	77	0,974370064785235	0,224951054343865		1090,3
3.ožu.00	14,2	79	1,1	241	-0,874619707139396	-0,484809620246337		1092
4.ožu.00	15,4	75	1,4	189	-0,156434465040231	-0,987688340595138		1093,2
5.ožu.00	19,3	59	1,6	50	0,766044443118978	0,642787609686539		1097,1
6.ožu.00	16,9	74	1,2	125	0,819152044288992	-0,573576436351046		1099,5
7.ožu.00	18,1	74	0,3	193	-0,224951054343865	-0,974370064785235		1100,7
8.ožu.00	22,1	53	2,3	70	0,939692620785908	0,342020143325669		1104,7
9.ožu.00	23,6	44	3	78	0,978147600733806	0,207911690817759		1106,2
10.ožu.00	23,2	32	2,1	71	0,945518575599317	0,325568154457157		1106,6
11.ožu.00	20,9	42		103	0,974370064785235	-0,224951054343865		1108,9
12.ožu.00					0	1		1129,8
13.ožu.00					0	1		1129,8
14.ožu.00	19,4	57	2,3	158	0,374606593415912	-0,927183854566787		1149,2
15.ožu.00	22	46	1,1	83	0,992546151641322	0,121869343405147		1151,8
16.ožu.00	21	34	2,7	75	0,965925826289068	0,258819045102521		1152,8
17.ožu.00	20,7	33	4,7	56	0,829037572555042	0,559192903470747		1153,1
18.ožu.00	20,5	37	1,9	152	0,469471562785891	-0,882947592858927		1153,3
19.ožu.00	17,7	45	1	64	0,898794046299167	0,438371146789077		1156,1
20.ožu.00	14,6	52	1,5	82	0,99026806874157	0,139173100960066		1159,2
21.ožu.00	17,3	66	3,5	124	0,829037572555042	-0,559192903470747		1161,9
22.ožu.00	16,9	76	0,8	144	0,587785252292473	-0,809016994374947		1162,3
23.ožu.00	13,4	94	2,3	269	-0,999847695156391	-0,017452406437284		1165,8
24.ožu.00	15,3	77	2,9	175	0,087155742747659	-0,996194698091746		1167,7
25.ožu.00	11,7	94	2,6	287	-0,956304755963035	0,292371704722737		1171,3
26.ožu.00	13,4	69	1,4	144	0,587785252292473	-0,809016994374947		1173
27.ožu.00	12,3	82	0	284	-0,970295726275996	0,241921895599667		1174,1
28.ožu.00	11,2	66	1,5	132	0,743144825477394	-0,669130606358858		1175,2
29.ožu.00	12,7	62	1	142	0,615661475325658	-0,788010753606722		1176,7
30.ožu.00	13,3	66	2,1	150	0,5	-0,866025403784439		1177,3
31.ožu.00	12,6	72	0,9	275	-0,996194698091746	0,087155742747658		1178
1.tra.00	13	72	1,6	73	0,956304755963035	0,292371704722737		1178,4
2.tra.00	12,1	100	3,2	179	0,017452406437284	-0,999847695156391		1179,3
3.tra.00	10	100	2,5	110	0,939692620785908	-0,342020143325669		1181,4
4.tra.00	10,1	84	0,6	236	-0,829037572555041	-0,559192903470747		1181,5
5.tra.00	8,6	82	1	100	0,984807753012208	-0,17364817766693		1183
6.tra.00					0	1		1191,6
7.tra.00					0	1		1191,6
8.tra.00					0	1		1191,6
9.tra.00					0	1		1191,6
10.tra.00					0	1		1191,6
11.tra.00					0	1		1191,6
12.tra.00	11,5	100	2,5	280	-0,984807753012208	0,17364817766693		1203,1
13.tra.00	12,7	100	4,9	143	0,601815023152048	-0,798635510047293		1204,3
14.tra.00	11,8	82	3,9	250	-0,939692620785908	-0,342020143325669		1205,2
15.tra.00	12,2	77	1,7	127	0,798635510047293	-0,601815023152048		1205,6
16.tra.00	13,4	100	1,8	94	0,997564050259824	-0,069756473744125		1206,8
17.tra.00					0	1		1220,2
18.tra.00	13,5	100	3,5	264	-0,994521895368273	-0,104528463267653		1233,7
19.tra.00	14,5	100	2	144	0,587785252292473	-0,809016994374947		1234,7
20.tra.00	12,2	100	1,2	259	-0,981627183447664	-0,190808995376545		1237
21.tra.00	16	87	1,4	143	0,601815023152048	-0,798635510047293		1240,8
22.tra.00	11,7	99	1,4	313	-0,731353701619171	0,681998360062498		1245,1
23.tra.00	12,2	91	1,4	290	-0,939692620785909	0,342020143325668		1245,6
24.tra.00	12,3	100	2,6	150	0,5	-0,866025403784439		1245,7
25.tra.00	13	100	1,8	224	-0,694658370458997	-0,719339800338651		1246,4
26.tra.00	14,3	81	0,9	210	-0,5	-0,866025403784439		1247,7
27.tra.00	12,7	82	1,3	117	0,891006524188368	-0,453990499739547		1249,3
28.tra.00	12,5	83	1,4	138	0,669130606358858	-0,743144825477394		1249,5
29.tra.00	14,9	92	1	176	0,069756473744126	-0,997564050259824		1251,9
30.tra.00	15,6	89	1,2	288	-0,951056516295154	0,309016994374947		1252,6
1.svi.00	15	100	0,3	103	0,974370064785235	-0,224951054343865		1253,2
2.svi.00	18,2	75	0,5	131	0,754709580222772	-0,656059028990507		1256,4
3.svi.00	23,6	58	1	105	0,965925826289068	-0,258819045102521		1261,8
4.svi.00	18,4	79	2	71	0,945518575599317	0,325568154457157		1267
5.svi.00	18,1	86	1,1	137	0,681998360062498	-0,73135370161917		1267,3
6.svi.00	19,1	78	1,6	123	0,838670567945424	-0,544639035015027		1268,3
7.svi.00	18	81	1,6	285	-0,965925826289068	0,258819045102521		1269,4
8.svi.00	16,7	87	0,7	291	-0,933580426497202	0,3583679495453		1270,7
9.svi.00					0	1		1287,4
10.svi.00					0	1		1287,4
11.svi.00					0	1		1287,4
12.svi.00					0	1		1287,4
13.svi.00					0	1		1287,4
14.svi.00					0	1		1287,4
15.svi.00					0	1		1287,4
16.svi.00					0	1		1287,4
17.svi.00	17,2	90	1,9	287	-0,956304755963035	0,292371704722737		1304,6
18.svi.00	18,8	78	0,9	210	-0,5	-0,866025403784439		1306,2
19.svi.00	22,8	64	3,4	222	-0,669130606358858	-0,743144825477394		1310,2
20.svi.00	21,6	76	1,9	282	-0,978147600733806	0,207911690817759		1311,4
21.svi.00	19,1	84	0,6	316	-0,694658370458998	0,719339800338651		1313,9
22.svi.00	20,3	83	1,4	68	0,927183854566787	0,374606593415912		1315,1
23.svi.00	21,1	85	1,7	288	-0,951056516295154	0,309016994374947		1315,9
24.svi.00	17,2	86	1,2	270	-1	-1,83697019872103E-16		1319,8
25.svi.00	16,2	100	1,6	221	-0,656059028990507	-0,754709580222772		1320,8
26.svi.00	16,5	100	1,5	325	-0,573576436351047	0,819152044288992		1321,1
27.svi.00	16,1	72	1,9	266	-0,997564050259824	-0,069756473744126		1321,5
28.svi.00	16	100	1,9	198	-0,309016994374948	-0,951056516295153		1321,6
29.svi.00	16,4	100	2,5	256	-0,970295726275996	-0,241921895599668		1322
30.svi.00	20	94	1	315	-0,707106781186548	0,707106781186547		1325,6
31.svi.00	17,1	100	1,2	267	-0,998629534754574	-0,052335956242944		1328,5
1.lip.00	19,1	91	3,4	297	-0,891006524188368	0,453990499739547		1330,5
2.lip.00	16,5	100	2,4	302	-0,848048096156426	0,529919264233205		1333,1
3.lip.00	18,4	91	1,2	207	-0,453990499739546	-0,891006524188368		1335
4.lip.00	16,5	100	1,7	315	-0,707106781186548	0,707106781186547		1336,9
5.lip.00	18,4	78	2,2	224	-0,694658370458997	-0,719339800338651		1338,8
6.lip.00	23,4	60	0,7	54	0,809016994374947	0,587785252292473		1343,8
7.lip.00	26,4	47	2,1	118	0,882947592858927	-0,469471562785891		1346,8
8.lip.00	17,3	87	2	262	-0,99026806874157	-0,139173100960065		1355,9
9.lip.00	14,2	87	2	291	-0,933580426497202	0,3583679495453		1359
10.lip.00	16,7	77	2,9	237	-0,838670567945424	-0,544639035015027		1361,5
11.lip.00	18,9	95	0,7	265	-0,996194698091746	-0,087155742747658		1363,7
12.lip.00	25,8	52	1,1	138	0,669130606358858	-0,743144825477394		1370,6
13.lip.00	28,4	42	1,7	84	0,994521895368273	0,104528463267653		1373,2
14.lip.00	30,3	33	2,7	55	0,819152044288992	0,573576436351046		1375,1
15.lip.00	32,1	48	1,9	134	0,719339800338651	-0,694658370458997		1376,9
16.lip.00	29,9	62	0,7	307	-0,798635510047293	0,601815023152048		1379,1
17.lip.00	29,7	54	2,8	291	-0,933580426497202	0,3583679495453		1379,3
18.lip.00	23,1	68	3,1	173	0,121869343405148	-0,992546151641322		1385,9
19.lip.00	18,2	100	0,6	120	0,866025403784439	-0,5		1390,8
20.lip.00	20,4	83	2,5	156	0,4067366430758	-0,913545457642601		1393
21.lip.00	21,1	90	1,4	305	-0,819152044288992	0,573576436351046		1393,7
22.lip.00	21	73	3,9	267	-0,998629534754574	-0,052335956242944		1393,8
23.lip.00	23,3	65	1	42	0,669130606358858	0,743144825477394		1396,1
24.lip.00	28,4	40	3,1	97	0,992546151641322	-0,121869343405147		1401,2
25.lip.00	30,8	37	3,1	72	0,951056516295153	0,309016994374947		1403,6
26.lip.00	21,9	84	1,7	197	-0,292371704722736	-0,956304755963036		1412,5
27.lip.00	21	95	4,2	222	-0,669130606358858	-0,743144825477394		1413,4
28.lip.00	20,7	91	1,6	292	-0,927183854566787	0,374606593415912		1413,7
29.lip.00	20,9	84	2,1	277	-0,992546151641322	0,121869343405148		1413,9
30.lip.00	20,9	82	2,8	289	-0,945518575599317	0,325568154457156		1413,9
1.srp.00	20,8	84	1,6	256	-0,970295726275996	-0,241921895599668		1414
2.srp.00	21,3	83	1,9	175	0,087155742747659	-0,996194698091746		1414,5
3.srp.00	19,2	96	2,4	285	-0,965925826289068	0,258819045102521		1416,6
4.srp.00	20,1	82	1,8	303	-0,838670567945424	0,544639035015027		1417,5
5.srp.00	21,5	77	2,2	299	-0,874619707139396	0,484809620246337		1418,9
6.srp.00	21,1	86	1,4	309	-0,777145961456971	0,629320391049837		1419,3
7.srp.00	21,5	85	1,8	282	-0,978147600733806	0,207911690817759		1419,7
8.srp.00	24,5	61	0,8	59	0,857167300702112	0,515038074910054		1422,7
9.srp.00	27,5	48	1,2	75	0,965925826289068	0,258819045102521		1425,7
10.srp.00	19,4	88	2,1	283	-0,974370064785235	0,224951054343865		1433,8
11.srp.00	19,9	64	0,5	65	0,90630778703665	0,422618261740699		1434,3
12.srp.00	23,6	53	1,5	139	0,656059028990507	-0,754709580222772		1438
13.srp.00	29,3	41	0,7	149	0,515038074910054	-0,857167300702112		1443,7
14.srp.00	30	44	0,7	40	0,642787609686539	0,766044443118978		1444,4
15.srp.00					0	1		1474,4
16.srp.00					0	1		1474,4
17.srp.00					0	1		1474,4
18.srp.00	20,6	83	1,3	251	-0,945518575599317	-0,325568154457157		1495
19.srp.00	19,4	88	1,7	230	-0,766044443118978	-0,642787609686539		1496,2
20.srp.00	17,2	100	1,1	271	-0,999847695156391	0,017452406437283		1498,4
21.srp.00	18,4	95	2,9	276	-0,994521895368273	0,104528463267653		1499,6
22.srp.00	20,9	87	1,5	222	-0,669130606358858	-0,743144825477394		1502,1
23.srp.00	19,6	100	1,5	277	-0,992546151641322	0,121869343405148		1503,4
24.srp.00	18,4	100	1,3	177	0,052335956242944	-0,998629534754574		1504,6
25.srp.00	20,2	95	2,8	246	-0,913545457642601	-0,4067366430758		1506,4
26.srp.00	20,9	92	1,7	300	-0,866025403784439	0,5		1507,1
27.srp.00	20,6	93	4,5	287	-0,956304755963035	0,292371704722737		1507,4
28.srp.00	22,3	87	2	243	-0,891006524188368	-0,453990499739547		1509,1
29.srp.00	26,5	70	1,7	289	-0,945518575599317	0,325568154457156		1513,3
30.srp.00	27,3	70	2,1	212	-0,529919264233205	-0,848048096156426		1514,1
31.srp.00	21	94	2,5	283	-0,974370064785235	0,224951054343865		1520,4
1.kol.00	22,3	84	2,7	281	-0,981627183447664	0,190808995376544		1521,7
2.kol.00	19	96	1,1	271	-0,999847695156391	0,017452406437283		1525
3.kol.00	22,6	60	2,3	40	0,642787609686539	0,766044443118978		1528,6
4.kol.00	23,3	57	1,8	68	0,927183854566787	0,374606593415912		1529,3
5.kol.00	25,3	49	2,1	75	0,965925826289068	0,258819045102521		1531,3
6.kol.00	25,2	47	1,9	108	0,951056516295154	-0,309016994374947		1531,4
7.kol.00	28	46	1,3	55	0,819152044288992	0,573576436351046		1534,2
8.kol.00	29,6	55	2,1	211	-0,515038074910054	-0,857167300702112		1535,8
9.kol.00	19,6	91	1,5	272	-0,999390827019096	0,034899496702501		1545,8
10.kol.00	19,2	91	1,7	280	-0,984807753012208	0,17364817766693		1546,2
11.kol.00	20,7	98	1,3	288	-0,951056516295154	0,309016994374947		1547,7
12.kol.00	20	92	1,2	299	-0,874619707139396	0,484809620246337		1548,4
13.kol.00	19,8	100	1,4	172	0,139173100960066	-0,99026806874157		1548,6
14.kol.00	24,7	80	1,9	286	-0,961261695938319	0,275637355816999		1553,5
15.kol.00	29,2	65	0	66	0,913545457642601	0,4067366430758		1558
16.kol.00	24,7	79	1,4	223	-0,681998360062498	-0,731353701619171		1562,5
17.kol.00	24,8	74	1	154	0,438371146789077	-0,898794046299167		1562,6
18.kol.00	20,1	91	1,1	240	-0,866025403784438	-0,5		1567,3
19.kol.00	21,3	93	1,8	297	-0,891006524188368	0,453990499739547		1568,5
20.kol.00	20,3	92	3,3	279	-0,987688340595138	0,156434465040231		1569,5
21.kol.00	19,9	81	1,4	155	0,422618261740699	-0,90630778703665		1569,9
22.kol.00	20,1	88	3	158	0,374606593415912	-0,927183854566787		1570,1
23.kol.00	16,3	100	2,9	132	0,743144825477394	-0,669130606358858		1573,9
